08/11 14:34:00 FINE sim.Admin|Log for simulation 1 started
08/11 14:36:20 INFO agents.DemandAgent|Day 14 :Notifying new campaign opportunity: CampaignImpl [id=793538455, reachImps=33568, dayStart=16, dayEnd=25, targetSegment=[OLD, LOW_INCOME], videoCoef=2.1577899492379, mobileCoef=2.015433920193967, budgetMillis=0, advertiser=null]
08/11 14:36:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:36:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:36:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:36:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:36:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:36:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:36:20 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:36:20 SEVERE demand.CampaignImpl|Campaign #1750304801 impressed while over limit. Current cost: 0.0 Budget limit: 0.334
08/11 14:36:20 SEVERE agents.DemandAgent|Day 14 :Campaign limit expired Impressed while over limit: 1750304801, daily limit was: 2628, 0.334 values are: 2628.221182083787, 0.0, total limit was: 2147483647, Infinity total values are: 0.02628.221182083787, 0.00.0
08/11 14:36:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=1750304801, AdNetwork=DummyAdnetwork-3] due to limit. My name is DummyAdnetwork-3
08/11 14:36:20 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 432
08/11 14:36:20 INFO sim.Simulation|***** START OF TIME 14 COMPLETE *****
08/11 14:36:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.18127511874951316 Cmp ID: 793538455 Cmp Bid: 3498
08/11 14:36:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.14775651039288756 Cmp ID: 793538455 Cmp Bid: 20440
08/11 14:36:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from adv1 : UCS Bid: 0.10164101636342472 Cmp ID: 793538455 Cmp Bid: 5600
08/11 14:36:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.13161797644255468 Cmp ID: 793538455 Cmp Bid: 18413
08/11 14:36:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.11657831335949878 Cmp ID: 793538455 Cmp Bid: 24324
08/11 14:36:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.14391723168595777 Cmp ID: 793538455 Cmp Bid: 14081
08/11 14:36:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.10982631995266745 Cmp ID: 793538455 Cmp Bid: 6141
08/11 14:36:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.10980761933653332 Cmp ID: 793538455 Cmp Bid: 3146
08/11 14:36:30 INFO sim.Simulation|***** START OF TIME 15 *****
08/11 14:36:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #440367774 at price 7.627
08/11 14:36:30 INFO demand.CampaignImpl|Applied daily limit for campaign #440367774 at price 7.627
08/11 14:36:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1750304801 at price 0.334
08/11 14:36:30 INFO demand.CampaignImpl|Applied daily limit for campaign #1750304801 at price 0.334
08/11 14:36:30 INFO agents.DemandAgent|Day 15 : Auction pending campaign: CampaignImpl [id=793538455, reachImps=33568, dayStart=16, dayEnd=25, targetSegment=[OLD, LOW_INCOME], videoCoef=2.1577899492379, mobileCoef=2.015433920193967, budgetMillis=0, advertiser=null]
08/11 14:36:30 INFO demand.CampaignImpl|Campaign 2125998381 ended for advertiser DummyAdnetwork-4. Stats CampaignStats [tartgetedImps=5307.265795869492, otherImps=0.0, cost=0.8168652481755865] Reach 6625 ERR 0.7061524276390629 Budget 1.043 Revenue 0.7365169820275426
08/11 14:36:30 FINE agents.DemandAgent|Day 15 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.1535349814073483DummyAdnetwork-4: 0.9274415518977206DummyAdnetwork-3: 1.0775323380544592adv1: 0.825743562449403DummyAdnetwork-2: 1.1419553123538957DummyAdnetwork-7: 1.1971639114505999DummyAdnetwork-6: 0.9462556258824356DummyAdnetwork: 1.2276902865502173
08/11 14:36:30 FINE agents.DemandAgent|Day 15 :Reporting campaign auction results... CampaignImpl [id=793538455, reachImps=33568, dayStart=16, dayEnd=25, targetSegment=[OLD, LOW_INCOME], videoCoef=2.1577899492379, mobileCoef=2.015433920193967, budgetMillis=3411, advertiser=DummyAdnetwork-7]
08/11 14:36:30 FINE agents.DemandAgent|Day 15 :Reporting UCS auction results... DummyAdnetwork-5[efday=15, level=0.5904900000000002, price=0.07780305073796939] DummyAdnetwork-4[efday=15, level=1.0, price=0.18298970714827212] DummyAdnetwork-3[efday=15, level=0.6561000000000001, price=0.08899146351845261] adv1[efday=15, level=0.9, price=0.16000827882232366] DummyAdnetwork-2[efday=15, level=0.7290000000000001, price=0.11619972982753231] DummyAdnetwork-7[efday=15, level=0.81, price=0.13342823190531647] DummyAdnetwork-6[efday=15, level=0.5314410000000002, price=0.06643675946885806] DummyAdnetwork[efday=15, level=0.47829690000000014, price=0.0] 
08/11 14:36:30 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5a2f09e3 event: tau.tac.adx.messages.UserClassificationServiceNotification@56c29e0b
08/11 14:36:30 INFO agents.DemandAgent|Day 15 :Notifying new campaign opportunity: CampaignImpl [id=440296339, reachImps=36712, dayStart=17, dayEnd=26, targetSegment=[YOUNG], videoCoef=2.873768627717894, mobileCoef=1.6072531205273224, budgetMillis=0, advertiser=null]
08/11 14:36:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:36:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:36:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:36:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:36:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:36:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:36:30 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:36:30 SEVERE demand.CampaignImpl|Campaign #1750304801 impressed while over limit. Current cost: 0.3402604261463835 Budget limit: 0.334
08/11 14:36:30 SEVERE agents.DemandAgent|Day 15 :Campaign limit expired Impressed while over limit: 1750304801, daily limit was: 2628, 0.334 values are: 264.467771658293, 0.3402604261463835, total limit was: 2147483647, Infinity total values are: 2628.221182083787264.467771658293, 0.00.3402604261463835
08/11 14:36:30 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=1750304801, AdNetwork=DummyAdnetwork-3] due to limit. My name is DummyAdnetwork-3
08/11 14:36:30 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 491
08/11 14:36:30 INFO sim.Simulation|***** START OF TIME 15 COMPLETE *****
08/11 14:36:31 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.19506956405489181 Cmp ID: 440296339 Cmp Bid: 32424
08/11 14:36:31 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.14775240789043387 Cmp ID: 440296339 Cmp Bid: 10283
08/11 14:36:31 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from adv1 : UCS Bid: 0.14065412981537678 Cmp ID: 440296339 Cmp Bid: 24884
08/11 14:36:31 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.1906266974623755 Cmp ID: 440296339 Cmp Bid: 19643
08/11 14:36:31 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.11047084921880057 Cmp ID: 440296339 Cmp Bid: 8264
08/11 14:36:31 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.137217319278525 Cmp ID: 440296339 Cmp Bid: 10626
08/11 14:36:31 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.18070382067257684 Cmp ID: 440296339 Cmp Bid: 1682
08/11 14:36:31 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.10478829763991367 Cmp ID: 440296339 Cmp Bid: 35319
08/11 14:36:40 INFO sim.Simulation|***** START OF TIME 16 *****
08/11 14:36:40 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #440367774 at price 7.627
08/11 14:36:40 INFO demand.CampaignImpl|Applied daily limit for campaign #440367774 at price 7.627
08/11 14:36:40 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #793538455 at price 3.411
08/11 14:36:40 INFO demand.CampaignImpl|Applied daily limit for campaign #793538455 at price 3.411
08/11 14:36:40 INFO agents.DemandAgent|Day 16 : Auction pending campaign: CampaignImpl [id=440296339, reachImps=36712, dayStart=17, dayEnd=26, targetSegment=[YOUNG], videoCoef=2.873768627717894, mobileCoef=1.6072531205273224, budgetMillis=0, advertiser=null]
08/11 14:36:40 INFO demand.CampaignImpl|Campaign 120705746 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=8716.00447574832, otherImps=0.0, cost=0.0] Reach 8714 ERR 1.0001910460557335 Budget 3.718 Revenue 3.718710309235217
08/11 14:36:40 INFO demand.CampaignImpl|Campaign 387627301 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=9179.315798723585, otherImps=0.0, cost=0.9480379640518946] Reach 4589 ERR 1.2894005727872886 Budget 3.86 Revenue 4.977086210958934
08/11 14:36:40 FINE agents.DemandAgent|Day 16 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.1535349814073483DummyAdnetwork-4: 0.9274415518977206DummyAdnetwork-3: 1.031127562855224adv1: 0.825743562449403DummyAdnetwork-2: 1.1419553123538957DummyAdnetwork-7: 1.252505908252613DummyAdnetwork-6: 0.9462556258824356DummyAdnetwork: 1.2276902865502173
08/11 14:36:40 FINE agents.DemandAgent|Day 16 :Reporting campaign auction results... CampaignImpl [id=440296339, reachImps=36712, dayStart=17, dayEnd=26, targetSegment=[YOUNG], videoCoef=2.873768627717894, mobileCoef=1.6072531205273224, budgetMillis=8351, advertiser=DummyAdnetwork-4]
08/11 14:36:40 FINE agents.DemandAgent|Day 16 :Reporting UCS auction results... DummyAdnetwork-5[efday=16, level=0.81, price=0.10661056091846931] DummyAdnetwork-4[efday=16, level=0.6561000000000001, price=0.07205704852094513] DummyAdnetwork-3[efday=16, level=0.7290000000000001, price=0.08498559043907462] adv1[efday=16, level=0.47829690000000014, price=0.0] DummyAdnetwork-2[efday=16, level=0.9, price=0.129525508517362] DummyAdnetwork-7[efday=16, level=0.5314410000000002, price=0.054016203377194816] DummyAdnetwork-6[efday=16, level=0.5904900000000002, price=0.06484030114202959] DummyAdnetwork[efday=16, level=1.0, price=0.14775651039288756] 
08/11 14:36:40 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5a2f09e3 event: tau.tac.adx.messages.UserClassificationServiceNotification@2221232c
08/11 14:36:40 INFO agents.DemandAgent|Day 16 :Notifying new campaign opportunity: CampaignImpl [id=1624359845, reachImps=11013, dayStart=18, dayEnd=20, targetSegment=[YOUNG], videoCoef=2.982368686507193, mobileCoef=1.876236875336482, budgetMillis=0, advertiser=null]
08/11 14:36:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:36:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:36:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:36:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:36:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:36:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:36:40 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:36:40 SEVERE demand.CampaignImpl|Campaign #440367774 impressed while over limit. Current cost: 7.633314211247553 Budget limit: 7.627
08/11 14:36:40 SEVERE agents.DemandAgent|Day 16 :Campaign limit expired Impressed while over limit: 440367774, daily limit was: 20980, 7.627 values are: 2763.424579374879, 7.633314211247553, total limit was: 2147483647, Infinity total values are: 5968.6336090892622763.424579374879, 0.07.633314211247553
08/11 14:36:40 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=440367774, AdNetwork=DummyAdnetwork-2] due to limit. My name is DummyAdnetwork-2
08/11 14:36:40 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 405
08/11 14:36:40 INFO sim.Simulation|***** START OF TIME 16 COMPLETE *****
08/11 14:36:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.18568784882726272 Cmp ID: 1624359845 Cmp Bid: 7136
08/11 14:36:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.16864027976990056 Cmp ID: 1624359845 Cmp Bid: 7613
08/11 14:36:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17169517563831194 Cmp ID: 1624359845 Cmp Bid: 10220
08/11 14:36:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.10530520755916399 Cmp ID: 1624359845 Cmp Bid: 8116
08/11 14:36:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.19503000416800897 Cmp ID: 1624359845 Cmp Bid: 5178
08/11 14:36:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.11123195246447815 Cmp ID: 1624359845 Cmp Bid: 7543
08/11 14:36:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.11268249336483051 Cmp ID: 1624359845 Cmp Bid: 3007
08/11 14:36:40 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.1863150691559235 Cmp ID: 1624359845 Cmp Bid: 1944
08/11 14:36:50 INFO sim.Simulation|***** START OF TIME 17 *****
08/11 14:36:50 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #440367774 at price 7.627
08/11 14:36:50 INFO demand.CampaignImpl|Applied daily limit for campaign #440367774 at price 7.627
08/11 14:36:50 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #440296339 at price 8.351
08/11 14:36:50 INFO demand.CampaignImpl|Applied daily limit for campaign #440296339 at price 8.351
08/11 14:36:50 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #793538455 at price 3.411
08/11 14:36:50 INFO demand.CampaignImpl|Applied daily limit for campaign #793538455 at price 3.411
08/11 14:36:50 INFO agents.DemandAgent|Day 17 : Auction pending campaign: CampaignImpl [id=1624359845, reachImps=11013, dayStart=18, dayEnd=20, targetSegment=[YOUNG], videoCoef=2.982368686507193, mobileCoef=1.876236875336482, budgetMillis=0, advertiser=null]
08/11 14:36:50 INFO demand.CampaignImpl|Campaign 1276448119 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=377.0737563806389, otherImps=0.0, cost=0.0] Reach 517 ERR 0.5639008257887864 Budget 0.133 Revenue 0.0749988098299086
08/11 14:36:50 INFO demand.CampaignImpl|Campaign 1750304801 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=2892.68895374208, otherImps=0.0, cost=0.3402604261463835] Reach 2628 ERR 1.082695775643895 Budget 0.334 Revenue 0.361620389065061
08/11 14:36:50 FINE agents.DemandAgent|Day 17 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.1535349814073483DummyAdnetwork-4: 0.9274415518977206DummyAdnetwork-3: 0.9499340736324816adv1: 0.825743562449403DummyAdnetwork-2: 1.1419553123538957DummyAdnetwork-7: 1.252505908252613DummyAdnetwork-6: 0.9462556258824356DummyAdnetwork: 1.2276902865502173
08/11 14:36:50 FINE agents.DemandAgent|Day 17 :Reporting campaign auction results... CampaignImpl [id=1624359845, reachImps=11013, dayStart=18, dayEnd=20, targetSegment=[YOUNG], videoCoef=2.982368686507193, mobileCoef=1.876236875336482, budgetMillis=3980, advertiser=DummyAdnetwork-7]
08/11 14:36:50 FINE agents.DemandAgent|Day 17 :Reporting UCS auction results... DummyAdnetwork-5[efday=17, level=0.5904900000000002, price=0.06523193175520957] DummyAdnetwork-4[efday=17, level=0.5314410000000002, price=0.05568879768605338] DummyAdnetwork-3[efday=17, level=0.9, price=0.16263343860531917] adv1[efday=17, level=0.6561000000000001, price=0.09002828317864028] DummyAdnetwork-2[efday=17, level=0.7290000000000001, price=0.10253686063540969] DummyAdnetwork-7[efday=17, level=0.47829690000000014, price=0.0] DummyAdnetwork-6[efday=17, level=0.81, price=0.11967945039125144] DummyAdnetwork[efday=17, level=1.0, price=0.1906266974623755] 
08/11 14:36:50 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5a2f09e3 event: tau.tac.adx.messages.UserClassificationServiceNotification@47df39f
08/11 14:36:50 INFO agents.DemandAgent|Day 17 :Notifying new campaign opportunity: CampaignImpl [id=804165759, reachImps=2603, dayStart=19, dayEnd=23, targetSegment=[OLD, MALE], videoCoef=2.0235213290527083, mobileCoef=1.538527787466185, budgetMillis=0, advertiser=null]
08/11 14:36:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:36:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:36:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:36:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:36:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:36:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:36:50 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:36:50 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 517
08/11 14:36:50 INFO sim.Simulation|***** START OF TIME 17 COMPLETE *****
08/11 14:36:51 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.1395646236014862 Cmp ID: 804165759 Cmp Bid: 792
08/11 14:36:51 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.19969853684077526 Cmp ID: 804165759 Cmp Bid: 6
08/11 14:36:51 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1828679338967103 Cmp ID: 804165759 Cmp Bid: 963
08/11 14:36:51 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.14319525852781728 Cmp ID: 804165759 Cmp Bid: 680
08/11 14:36:51 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.14897850957501274 Cmp ID: 804165759 Cmp Bid: 363
08/11 14:36:51 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.17999057877764432 Cmp ID: 804165759 Cmp Bid: 307
08/11 14:36:51 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.10644867450399748 Cmp ID: 804165759 Cmp Bid: 9
08/11 14:36:51 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.1951296368433087 Cmp ID: 804165759 Cmp Bid: 312
08/11 14:37:00 INFO sim.Simulation|***** START OF TIME 18 *****
08/11 14:37:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #440367774 at price 7.627
08/11 14:37:00 INFO demand.CampaignImpl|Applied daily limit for campaign #440367774 at price 7.627
08/11 14:37:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #440296339 at price 8.351
08/11 14:37:00 INFO demand.CampaignImpl|Applied daily limit for campaign #440296339 at price 8.351
08/11 14:37:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1624359845 at price 3.98
08/11 14:37:00 INFO demand.CampaignImpl|Applied daily limit for campaign #1624359845 at price 3.98
08/11 14:37:00 INFO agents.DemandAgent|Day 18 : Auction pending campaign: CampaignImpl [id=804165759, reachImps=2603, dayStart=19, dayEnd=23, targetSegment=[OLD, MALE], videoCoef=2.0235213290527083, mobileCoef=1.538527787466185, budgetMillis=0, advertiser=null]
08/11 14:37:00 FINE agents.DemandAgent|Day 18 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.1535349814073483DummyAdnetwork-4: 0.9274415518977206DummyAdnetwork-3: 0.9499340736324816adv1: 0.825743562449403DummyAdnetwork-2: 1.1419553123538957DummyAdnetwork-7: 1.252505908252613DummyAdnetwork-6: 0.9462556258824356DummyAdnetwork: 1.2276902865502173
08/11 14:37:00 FINE agents.DemandAgent|Day 18 :Reporting campaign auction results... CampaignImpl [id=804165759, reachImps=2603, dayStart=19, dayEnd=23, targetSegment=[OLD, MALE], videoCoef=2.0235213290527083, mobileCoef=1.538527787466185, budgetMillis=963, advertiser=adv1]
08/11 14:37:00 FINE agents.DemandAgent|Day 18 :Reporting UCS auction results... DummyAdnetwork-5[efday=18, level=0.5314410000000002, price=0.05596350481044969] DummyAdnetwork-4[efday=18, level=1.0, price=0.1863150691559235] DummyAdnetwork-3[efday=18, level=0.47829690000000014, price=0.0] adv1[efday=18, level=0.7290000000000001, price=0.12293876395225753] DummyAdnetwork-2[efday=18, level=0.6561000000000001, price=0.07393098389666532] DummyAdnetwork-7[efday=18, level=0.9, price=0.16711906394453646] DummyAdnetwork-6[efday=18, level=0.5904900000000002, price=0.06568135561074973] DummyAdnetwork[efday=18, level=0.81, price=0.13907309226703268] 
08/11 14:37:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@5a2f09e3 event: tau.tac.adx.messages.UserClassificationServiceNotification@1839a08c
08/11 14:37:00 INFO agents.DemandAgent|Day 18 :Notifying new campaign opportunity: CampaignImpl [id=1941133599, reachImps=36712, dayStart=20, dayEnd=29, targetSegment=[YOUNG], videoCoef=2.4861887789469024, mobileCoef=2.3499064646308474, budgetMillis=0, advertiser=null]
08/11 14:37:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:37:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:37:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:37:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:37:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:37:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:37:00 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:37:00 SEVERE demand.CampaignImpl|Campaign #1624359845 impressed while over limit. Current cost: 3.9802154740771583 Budget limit: 3.98
08/11 14:37:00 SEVERE agents.DemandAgent|Day 18 :Campaign limit expired Impressed while over limit: 1624359845, daily limit was: 11013, 3.98 values are: 7035.853075929832, 3.9802154740771583, total limit was: 2147483647, Infinity total values are: 0.07035.853075929832, 0.03.9802154740771583
08/11 14:37:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=1624359845, AdNetwork=DummyAdnetwork-7] due to limit. My name is DummyAdnetwork-7
08/11 14:37:00 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 524
08/11 14:37:00 INFO sim.Simulation|***** START OF TIME 18 COMPLETE *****
08/11 14:37:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.17876440870888838 Cmp ID: 1941133599 Cmp Bid: 29773
08/11 14:37:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.11403492908044832 Cmp ID: 1941133599 Cmp Bid: 14047
08/11 14:37:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.15680742361156652 Cmp ID: 1941133599 Cmp Bid: 20355
08/11 14:37:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.1406970156021578 Cmp ID: 1941133599 Cmp Bid: 13862
08/11 14:37:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.19199906326605243 Cmp ID: 1941133599 Cmp Bid: 11413
08/11 14:37:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.13429245134623446 Cmp ID: 1941133599 Cmp Bid: 20740
08/11 14:37:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.18284410411628899 Cmp ID: 1941133599 Cmp Bid: 4355
08/11 14:37:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from adv1 : UCS Bid: 0.15722444587363082 Cmp ID: 1941133599 Cmp Bid: 10611
08/11 14:37:10 INFO sim.Simulation|***** START OF TIME 19 *****
08/11 14:37:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #440367774 at price 7.627
08/11 14:37:10 INFO demand.CampaignImpl|Applied daily limit for campaign #440367774 at price 7.627
08/11 14:37:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #440296339 at price 8.351
08/11 14:37:10 INFO demand.CampaignImpl|Applied daily limit for campaign #440296339 at price 8.351
08/11 14:37:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #804165759 at price 0.963
08/11 14:37:10 INFO demand.CampaignImpl|Applied daily limit for campaign #804165759 at price 0.963
08/11 14:37:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1624359845 at price 3.98
08/11 14:37:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1624359845 at price 3.98
08/11 14:37:10 INFO agents.DemandAgent|Day 19 : Auction pending campaign: CampaignImpl [id=1941133599, reachImps=36712, dayStart=20, dayEnd=29, targetSegment=[YOUNG], videoCoef=2.4861887789469024, mobileCoef=2.3499064646308474, budgetMillis=0, advertiser=null]
08/11 14:37:10 INFO demand.CampaignImpl|Campaign 1919777571 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=7953.489254389506, otherImps=0.0, cost=0.04202500059068588] Reach 3976 ERR 1.2894071082061551 Budget 1.998 Revenue 2.576235402195898
08/11 14:37:10 FINE agents.DemandAgent|Day 19 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.1535349814073483DummyAdnetwork-4: 0.9274415518977206DummyAdnetwork-3: 0.9499340736324816adv1: 1.1039416899034542DummyAdnetwork-2: 1.1419553123538957DummyAdnetwork-7: 1.252505908252613DummyAdnetwork-6: 0.9462556258824356DummyAdnetwork: 1.2276902865502173
