08/11 14:45:00 FINE sim.Admin|Log for simulation 2 started
08/11 14:47:31 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.18864952966999507 Cmp ID: 1767945467 Cmp Bid: 298
08/11 14:47:31 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from adv1 : UCS Bid: 0.15479568409867997 Cmp ID: 1767945467 Cmp Bid: 56
08/11 14:47:31 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.18775761807534821 Cmp ID: 1767945467 Cmp Bid: 189
08/11 14:47:31 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.1805394672761127 Cmp ID: 1767945467 Cmp Bid: 17
08/11 14:47:31 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.13188689134302678 Cmp ID: 1767945467 Cmp Bid: 339
08/11 14:47:31 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.14941546209122059 Cmp ID: 1767945467 Cmp Bid: 369
08/11 14:47:31 FINE agents.DemandAgent|Day 15 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.1712107389020056 Cmp ID: 1767945467 Cmp Bid: 160
08/11 14:47:40 INFO sim.Simulation|***** START OF TIME 16 *****
08/11 14:47:40 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1942911013 at price 0.722
08/11 14:47:40 INFO demand.CampaignImpl|Applied daily limit for campaign #1942911013 at price 0.722
08/11 14:47:40 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #20619830 at price 5.704
08/11 14:47:40 INFO demand.CampaignImpl|Applied daily limit for campaign #20619830 at price 5.704
08/11 14:47:40 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1768098056 at price 6.864
08/11 14:47:40 INFO demand.CampaignImpl|Applied daily limit for campaign #1768098056 at price 6.864
08/11 14:47:40 INFO agents.DemandAgent|Day 16 : Auction pending campaign: CampaignImpl [id=1767945467, reachImps=512, dayStart=17, dayEnd=26, targetSegment=[FEMALE, YOUNG, HIGH_INCOME], videoCoef=2.9336476754535203, mobileCoef=1.7630225299726656, budgetMillis=0, advertiser=null]
08/11 14:47:40 INFO demand.CampaignImpl|Campaign 603089313 ended for advertiser DummyAdnetwork-5. Stats CampaignStats [tartgetedImps=23835.476378171916, otherImps=0.0, cost=1.9534054406422452] Reach 30528 ERR 0.6663741431610933 Budget 10.903 Revenue 7.265477282885401
08/11 14:47:40 INFO demand.CampaignImpl|Campaign 1207105473 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=3838.6630301649575, otherImps=0.0, cost=0.7327425372325982] Reach 2973 ERR 1.174711819155503 Budget 0.448 Revenue 0.5262708949816653
08/11 14:47:40 FINE agents.DemandAgent|Day 16 :Quality Ratings... Quality Retings DummyAdnetwork-5: 0.7918575938906596DummyAdnetwork-4: 1.2395034141548817DummyAdnetwork-3: 0.9393582251740213adv1: 1.1418761010589267DummyAdnetwork-2: 0.9144701824692529DummyAdnetwork-7: 0.9237888079169797DummyAdnetwork-6: 1.1420198747584838DummyAdnetwork: 1.1648152441783772
08/11 14:47:40 FINE agents.DemandAgent|Day 16 :Reporting campaign auction results... CampaignImpl [id=1767945467, reachImps=512, dayStart=17, dayEnd=26, targetSegment=[FEMALE, YOUNG, HIGH_INCOME], videoCoef=2.9336476754535203, mobileCoef=1.7630225299726656, budgetMillis=177, advertiser=adv1]
08/11 14:47:40 FINE agents.DemandAgent|Day 16 :Reporting UCS auction results... DummyAdnetwork-5[efday=16, level=0.6561000000000001, price=0.09886000036205929] DummyAdnetwork-4[efday=16, level=0.5904900000000002, price=0.07149073646411819] DummyAdnetwork-3[efday=16, level=0.5314410000000002, price=0.05745782381187725] adv1[efday=16, level=0.81, price=0.13259029184973928] DummyAdnetwork-2[efday=16, level=0.9, price=0.16311290940795414] DummyAdnetwork-7[efday=16, level=1.0, price=0.18608696505686317] DummyAdnetwork-6[efday=16, level=0.47829690000000014, price=0.0] DummyAdnetwork[efday=16, level=0.7290000000000001, price=0.11547480333559221] 
08/11 14:47:40 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@22af2523 event: tau.tac.adx.messages.UserClassificationServiceNotification@441291ac
08/11 14:47:40 INFO agents.DemandAgent|Day 16 :Notifying new campaign opportunity: CampaignImpl [id=843105501, reachImps=4771, dayStart=18, dayEnd=20, targetSegment=[HIGH_INCOME], videoCoef=2.753734094936302, mobileCoef=2.3861620032479727, budgetMillis=0, advertiser=null]
08/11 14:47:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:47:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:47:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:47:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for ehow
08/11 14:47:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
08/11 14:47:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:47:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:47:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
08/11 14:47:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
08/11 14:47:40 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:47:40 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:47:40 SEVERE demand.CampaignImpl|Campaign #1942911013 impressed while over limit. Current cost: 0.05515107064994496 Budget limit: 0.722
08/11 14:47:40 SEVERE agents.DemandAgent|Day 16 :Campaign limit expired Impressed while over limit: 1942911013, daily limit was: 121, 0.722 values are: 122.76064637568146, 0.05515107064994496, total limit was: 2147483647, Infinity total values are: 1498.0192182425844122.76064637568146, 0.21565841532666290.05515107064994496
08/11 14:47:40 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=1942911013, AdNetwork=DummyAdnetwork] due to limit. My name is DummyAdnetwork
08/11 14:47:40 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 452
08/11 14:47:40 INFO sim.Simulation|***** START OF TIME 16 COMPLETE *****
08/11 14:47:41 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.19798396693706471 Cmp ID: 843105501 Cmp Bid: 653
08/11 14:47:41 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from adv1 : UCS Bid: 0.15638393929178307 Cmp ID: 843105501 Cmp Bid: 3040
08/11 14:47:41 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.18529889464698346 Cmp ID: 843105501 Cmp Bid: 597
08/11 14:47:41 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.1625054890769781 Cmp ID: 843105501 Cmp Bid: 545
08/11 14:47:41 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.19372772309359687 Cmp ID: 843105501 Cmp Bid: 4393
08/11 14:47:41 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.1887114751665065 Cmp ID: 843105501 Cmp Bid: 1937
08/11 14:47:41 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.15313115379324727 Cmp ID: 843105501 Cmp Bid: 2300
08/11 14:47:41 FINE agents.DemandAgent|Day 16 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.13476243465764276 Cmp ID: 843105501 Cmp Bid: 129
08/11 14:47:50 INFO sim.Simulation|***** START OF TIME 17 *****
08/11 14:47:50 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #20619830 at price 5.704
08/11 14:47:50 INFO demand.CampaignImpl|Applied daily limit for campaign #20619830 at price 5.704
08/11 14:47:50 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1767945467 at price 0.177
08/11 14:47:50 INFO demand.CampaignImpl|Applied daily limit for campaign #1767945467 at price 0.177
08/11 14:47:50 INFO agents.DemandAgent|Day 17 : Auction pending campaign: CampaignImpl [id=843105501, reachImps=4771, dayStart=18, dayEnd=20, targetSegment=[HIGH_INCOME], videoCoef=2.753734094936302, mobileCoef=2.3861620032479727, budgetMillis=0, advertiser=null]
08/11 14:47:50 INFO demand.CampaignImpl|Campaign 1750548682 ended for advertiser DummyAdnetwork-4. Stats CampaignStats [tartgetedImps=17624.176672186713, otherImps=0.0, cost=0.003306229338027206] Reach 11472 ERR 1.2357649462921625 Budget 5.168 Revenue 6.386433242437896
08/11 14:47:50 INFO demand.CampaignImpl|Campaign 158740733 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=2556.3074257862636, otherImps=0.0, cost=0.4012779672138719] Reach 2048 ERR 1.1588295607628638 Budget 0.707 Revenue 0.8192924994593447
08/11 14:47:50 FINE agents.DemandAgent|Day 17 :Quality Ratings... Quality Retings DummyAdnetwork-5: 0.7918575938906596DummyAdnetwork-4: 1.2372603334372503DummyAdnetwork-3: 0.9393582251740213adv1: 1.1418761010589267DummyAdnetwork-2: 1.0610858094454194DummyAdnetwork-7: 0.9237888079169797DummyAdnetwork-6: 1.1420198747584838DummyAdnetwork: 1.1648152441783772
08/11 14:47:50 FINE agents.DemandAgent|Day 17 :Reporting campaign auction results... CampaignImpl [id=843105501, reachImps=4771, dayStart=18, dayEnd=20, targetSegment=[HIGH_INCOME], videoCoef=2.753734094936302, mobileCoef=2.3861620032479727, budgetMillis=675, advertiser=DummyAdnetwork]
08/11 14:47:50 FINE agents.DemandAgent|Day 17 :Reporting UCS auction results... DummyAdnetwork-5[efday=17, level=0.47829690000000014, price=0.0] DummyAdnetwork-4[efday=17, level=0.81, price=0.13868069851062456] DummyAdnetwork-3[efday=17, level=0.9, price=0.16248552054850143] adv1[efday=17, level=0.5904900000000002, price=0.08822833621024487] DummyAdnetwork-2[efday=17, level=1.0, price=0.18775761807534821] DummyAdnetwork-7[efday=17, level=0.7290000000000001, price=0.1179161610259315] DummyAdnetwork-6[efday=17, level=0.5314410000000002, price=0.07009010142222952] DummyAdnetwork[efday=17, level=0.6561000000000001, price=0.10156144833714395] 
08/11 14:47:50 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@22af2523 event: tau.tac.adx.messages.UserClassificationServiceNotification@10c3ef22
08/11 14:47:50 INFO agents.DemandAgent|Day 17 :Notifying new campaign opportunity: CampaignImpl [id=1082950503, reachImps=2982, dayStart=19, dayEnd=21, targetSegment=[HIGH_INCOME], videoCoef=2.59371212189785, mobileCoef=1.7422862506114656, budgetMillis=0, advertiser=null]
08/11 14:47:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:47:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:47:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:47:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for ehow
08/11 14:47:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
08/11 14:47:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:47:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:47:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
08/11 14:47:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
08/11 14:47:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:47:50 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:47:50 SEVERE demand.CampaignImpl|Campaign #20619830 impressed while over limit. Current cost: 0.0 Budget limit: 5.704
08/11 14:47:50 SEVERE agents.DemandAgent|Day 17 :Campaign limit expired Impressed while over limit: 20619830, daily limit was: 6700, 5.704 values are: 6700.013464041455, 0.0, total limit was: 2147483647, Infinity total values are: 8676.9301436629286700.013464041455, 0.00.0
08/11 14:47:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=20619830, AdNetwork=DummyAdnetwork-3] due to limit. My name is DummyAdnetwork-3
08/11 14:47:50 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 384
08/11 14:47:50 INFO sim.Simulation|***** START OF TIME 17 COMPLETE *****
08/11 14:47:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.1485725548510699 Cmp ID: 1082950503 Cmp Bid: 1619
08/11 14:47:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.12048383637606618 Cmp ID: 1082950503 Cmp Bid: 1147
08/11 14:47:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from adv1 : UCS Bid: 0.15285872990901547 Cmp ID: 1082950503 Cmp Bid: 564
08/11 14:47:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.19886117171430742 Cmp ID: 1082950503 Cmp Bid: 726
08/11 14:47:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.17525002899087527 Cmp ID: 1082950503 Cmp Bid: 1837
08/11 14:47:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.19699852475779153 Cmp ID: 1082950503 Cmp Bid: 2843
08/11 14:47:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.1539289351794892 Cmp ID: 1082950503 Cmp Bid: 1324
08/11 14:47:50 FINE agents.DemandAgent|Day 17 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.13034785118729642 Cmp ID: 1082950503 Cmp Bid: 1125
08/11 14:48:00 INFO sim.Simulation|***** START OF TIME 18 *****
08/11 14:48:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #843105501 at price 0.675
08/11 14:48:00 INFO demand.CampaignImpl|Applied daily limit for campaign #843105501 at price 0.675
08/11 14:48:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1767945467 at price 0.177
08/11 14:48:00 INFO demand.CampaignImpl|Applied daily limit for campaign #1767945467 at price 0.177
08/11 14:48:00 INFO agents.DemandAgent|Day 18 : Auction pending campaign: CampaignImpl [id=1082950503, reachImps=2982, dayStart=19, dayEnd=21, targetSegment=[HIGH_INCOME], videoCoef=2.59371212189785, mobileCoef=1.7422862506114656, budgetMillis=0, advertiser=null]
08/11 14:48:00 INFO demand.CampaignImpl|Campaign 20619830 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=15376.943607704383, otherImps=0.0, cost=0.0] Reach 12105 ERR 1.1672664326130344 Budget 5.704 Revenue 6.658087731624748
08/11 14:48:00 FINE agents.DemandAgent|Day 18 :Quality Ratings... Quality Retings DummyAdnetwork-5: 0.7918575938906596DummyAdnetwork-4: 1.2372603334372503DummyAdnetwork-3: 1.0761031496374291adv1: 1.1418761010589267DummyAdnetwork-2: 1.0610858094454194DummyAdnetwork-7: 0.9237888079169797DummyAdnetwork-6: 1.1420198747584838DummyAdnetwork: 1.1648152441783772
08/11 14:48:00 FINE agents.DemandAgent|Day 18 :Reporting campaign auction results... CampaignImpl [id=1082950503, reachImps=2982, dayStart=19, dayEnd=21, targetSegment=[HIGH_INCOME], videoCoef=2.59371212189785, mobileCoef=1.7422862506114656, budgetMillis=726, advertiser=DummyAdnetwork-3]
08/11 14:48:00 FINE agents.DemandAgent|Day 18 :Reporting UCS auction results... DummyAdnetwork-5[efday=18, level=0.81, price=0.15009210466405662] DummyAdnetwork-4[efday=18, level=0.9, price=0.16984032764985585] DummyAdnetwork-3[efday=18, level=0.6561000000000001, price=0.1026035025693389] adv1[efday=18, level=0.5904900000000002, price=0.09042241500337461] DummyAdnetwork-2[efday=18, level=0.7290000000000001, price=0.11846650153711705] DummyAdnetwork-7[efday=18, level=0.47829690000000014, price=0.0] DummyAdnetwork-6[efday=18, level=0.5314410000000002, price=0.07161828303689234] DummyAdnetwork[efday=18, level=1.0, price=0.19372772309359687] 
08/11 14:48:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@22af2523 event: tau.tac.adx.messages.UserClassificationServiceNotification@71f89567
08/11 14:48:00 INFO agents.DemandAgent|Day 18 :Notifying new campaign opportunity: CampaignImpl [id=2119028357, reachImps=3232, dayStart=20, dayEnd=24, targetSegment=[OLD, HIGH_INCOME, MALE], videoCoef=2.970924998218343, mobileCoef=1.623050999246157, budgetMillis=0, advertiser=null]
08/11 14:48:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:48:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:48:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:48:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for ehow
08/11 14:48:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
08/11 14:48:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:48:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:48:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
08/11 14:48:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
08/11 14:48:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:48:00 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:48:00 SEVERE demand.CampaignImpl|Campaign #843105501 impressed while over limit. Current cost: 0.0 Budget limit: 0.675
08/11 14:48:00 SEVERE agents.DemandAgent|Day 18 :Campaign limit expired Impressed while over limit: 843105501, daily limit was: 4771, 0.675 values are: 4771.480895979658, 0.0, total limit was: 2147483647, Infinity total values are: 0.04771.480895979658, 0.00.0
08/11 14:48:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=843105501, AdNetwork=DummyAdnetwork] due to limit. My name is DummyAdnetwork
08/11 14:48:00 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 423
08/11 14:48:00 INFO sim.Simulation|***** START OF TIME 18 COMPLETE *****
08/11 14:48:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.14968044580636725 Cmp ID: 2119028357 Cmp Bid: 3231
08/11 14:48:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.1716525179879555 Cmp ID: 2119028357 Cmp Bid: 1971
08/11 14:48:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from adv1 : UCS Bid: 0.11069653071183921 Cmp ID: 2119028357 Cmp Bid: 106
08/11 14:48:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.1105004227783749 Cmp ID: 2119028357 Cmp Bid: 1107
08/11 14:48:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.1642036629565245 Cmp ID: 2119028357 Cmp Bid: 207
08/11 14:48:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.15603699105982577 Cmp ID: 2119028357 Cmp Bid: 1009
08/11 14:48:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.16755355540107875 Cmp ID: 2119028357 Cmp Bid: 2341
08/11 14:48:00 FINE agents.DemandAgent|Day 18 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.1937991061651823 Cmp ID: 2119028357 Cmp Bid: 480
08/11 14:48:10 INFO sim.Simulation|***** START OF TIME 19 *****
08/11 14:48:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #843105501 at price 0.675
08/11 14:48:10 INFO demand.CampaignImpl|Applied daily limit for campaign #843105501 at price 0.675
08/11 14:48:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1767945467 at price 0.177
08/11 14:48:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1767945467 at price 0.177
08/11 14:48:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1082950503 at price 0.726
08/11 14:48:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1082950503 at price 0.726
08/11 14:48:10 INFO agents.DemandAgent|Day 19 : Auction pending campaign: CampaignImpl [id=2119028357, reachImps=3232, dayStart=20, dayEnd=24, targetSegment=[OLD, HIGH_INCOME, MALE], videoCoef=2.970924998218343, mobileCoef=1.623050999246157, budgetMillis=0, advertiser=null]
08/11 14:48:10 INFO demand.CampaignImpl|Campaign 436232278 ended for advertiser DummyAdnetwork-4. Stats CampaignStats [tartgetedImps=512.7156316043054, otherImps=0.0, cost=0.0] Reach 3256 ERR 0.03682255191280425 Budget 1.407 Revenue 0.05180933054131558
08/11 14:48:10 INFO demand.CampaignImpl|Campaign 1942911013 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=1620.779864618266, otherImps=0.0, cost=0.27080948597660787] Reach 1017 ERR 1.245386759637785 Budget 0.722 Revenue 0.8991692404584808
08/11 14:48:10 FINE agents.DemandAgent|Day 19 :Quality Ratings... Quality Retings DummyAdnetwork-5: 0.7918575938906596DummyAdnetwork-4: 0.5169976645225827DummyAdnetwork-3: 1.0761031496374291adv1: 1.1418761010589267DummyAdnetwork-2: 1.0610858094454194DummyAdnetwork-7: 0.9237888079169797DummyAdnetwork-6: 1.1420198747584838DummyAdnetwork: 1.213158153454022
08/11 14:48:10 FINE agents.DemandAgent|Day 19 :Reporting campaign auction results... CampaignImpl [id=2119028357, reachImps=3232, dayStart=20, dayEnd=24, targetSegment=[OLD, HIGH_INCOME, MALE], videoCoef=2.970924998218343, mobileCoef=1.623050999246157, budgetMillis=1009, advertiser=DummyAdnetwork-5]
08/11 14:48:10 FINE agents.DemandAgent|Day 19 :Reporting UCS auction results... DummyAdnetwork-5[efday=19, level=0.9, price=0.15772502609178776] DummyAdnetwork-4[efday=19, level=0.81, price=0.12468243749538625] DummyAdnetwork-3[efday=19, level=1.0, price=0.19699852475779153] adv1[efday=19, level=0.6561000000000001, price=0.09747845323778698] DummyAdnetwork-2[efday=19, level=0.47829690000000014, price=0.0] DummyAdnetwork-7[efday=19, level=0.5314410000000002, price=0.064030050487533] DummyAdnetwork-6[efday=19, level=0.7290000000000001, price=0.11143401410367229] DummyAdnetwork[efday=19, level=0.5904900000000002, price=0.07696910264758669] 
08/11 14:48:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@22af2523 event: tau.tac.adx.messages.UserClassificationServiceNotification@582ecdb1
08/11 14:48:10 INFO agents.DemandAgent|Day 19 :Notifying new campaign opportunity: CampaignImpl [id=1833445502, reachImps=14360, dayStart=21, dayEnd=30, targetSegment=[OLD, LOW_INCOME, MALE], videoCoef=2.764425780812183, mobileCoef=1.928985735586196, budgetMillis=0, advertiser=null]
08/11 14:48:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for tripadvisor
08/11 14:48:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for hfn
08/11 14:48:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
08/11 14:48:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for ehow
08/11 14:48:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
08/11 14:48:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
08/11 14:48:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for nyt
08/11 14:48:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
08/11 14:48:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for ebay
08/11 14:48:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for target
08/11 14:48:10 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
08/11 14:48:10 SEVERE demand.CampaignImpl|Campaign #1767945467 impressed while over limit. Current cost: 0.012981020751449135 Budget limit: 0.177
08/11 14:48:10 SEVERE agents.DemandAgent|Day 19 :Campaign limit expired Impressed while over limit: 1767945467, daily limit was: 47, 0.177 values are: 47.77826582243149, 0.012981020751449135, total limit was: 2147483647, Infinity total values are: 937.5057404329647.77826582243149, 0.100436297762461240.012981020751449135
08/11 14:48:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=1767945467, AdNetwork=adv1] due to limit. My name is adv1
08/11 14:48:10 SEVERE demand.CampaignImpl|Campaign #843105501 impressed while over limit. Current cost: 0.6756146314816638 Budget limit: 0.675
08/11 14:48:10 SEVERE agents.DemandAgent|Day 19 :Campaign limit expired Impressed while over limit: 843105501, daily limit was: 4771, 0.675 values are: 2664.3710449407686, 0.6756146314816638, total limit was: 2147483647, Infinity total values are: 4771.4808959796582664.3710449407686, 0.00.6756146314816638
08/11 14:48:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=843105501, AdNetwork=DummyAdnetwork] due to limit. My name is DummyAdnetwork
08/11 14:48:10 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 509
08/11 14:48:10 INFO sim.Simulation|***** START OF TIME 19 COMPLETE *****
08/11 14:48:11 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.15862754323602515 Cmp ID: 1833445502 Cmp Bid: 12467
08/11 14:48:11 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.19372163714843965 Cmp ID: 1833445502 Cmp Bid: 3089
08/11 14:48:11 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.19470750404409198 Cmp ID: 1833445502 Cmp Bid: 10579
08/11 14:48:11 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from adv1 : UCS Bid: 0.12522082213760172 Cmp ID: 1833445502 Cmp Bid: 1635
08/11 14:48:11 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.13928918467082424 Cmp ID: 1833445502 Cmp Bid: 11343
08/11 14:48:11 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.13256459645258029 Cmp ID: 1833445502 Cmp Bid: 6147
08/11 14:48:11 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.18816430991167266 Cmp ID: 1833445502 Cmp Bid: 7468
08/11 14:48:11 FINE agents.DemandAgent|Day 19 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.11997493975636286 Cmp ID: 1833445502 Cmp Bid: 10056
08/11 14:48:20 INFO sim.Simulation|***** START OF TIME 20 *****
08/11 14:48:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1082950503 at price 0.726
08/11 14:48:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1082950503 at price 0.726
08/11 14:48:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #2119028357 at price 1.009
08/11 14:48:20 INFO demand.CampaignImpl|Applied daily limit for campaign #2119028357 at price 1.009
