15/11 11:30:00 FINE sim.Admin|Log for simulation 3 started
15/11 11:31:50 INFO agents.DemandAgent|Day 11 :Notifying new campaign opportunity: CampaignImpl [id=906778639, reachImps=2517, dayStart=13, dayEnd=15, targetSegment=[OLD, LOW_INCOME], videoCoef=2.0991636657968256, mobileCoef=2.4059891603712114, budgetMillis=0, advertiser=null]
15/11 11:31:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
15/11 11:31:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
15/11 11:31:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
15/11 11:31:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
15/11 11:31:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
15/11 11:31:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
15/11 11:31:50 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
15/11 11:31:50 SEVERE demand.CampaignImpl|Campaign #1802612391 impressed while over limit. Current cost: 1.1618563653854193 Budget limit: 1.158
15/11 11:31:50 SEVERE agents.DemandAgent|Day 11 :Campaign limit expired Impressed while over limit: 1802612391, daily limit was: 3601, 1.158 values are: 798.6146565373741, 1.1618563653854193, total limit was: 2147483647, Infinity total values are: 0.0798.6146565373741, 0.01.1618563653854193
15/11 11:31:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=1802612391, AdNetwork=DummyAdnetwork-7] due to limit. My name is DummyAdnetwork-7
15/11 11:31:50 SEVERE demand.CampaignImpl|Campaign #501507735 impressed while over limit. Current cost: 4.236192222010659 Budget limit: 4.233
15/11 11:31:50 SEVERE agents.DemandAgent|Day 11 :Campaign limit expired Impressed while over limit: 501507735, daily limit was: 16784, 4.233 values are: 6416.3347816242185, 4.236192222010659, total limit was: 2147483647, Infinity total values are: 7542.4963288722356416.3347816242185, 4.0998294780990034.236192222010659
15/11 11:31:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=501507735, AdNetwork=DummyAdnetwork-3] due to limit. My name is DummyAdnetwork-3
15/11 11:31:50 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 431
15/11 11:31:50 INFO sim.Simulation|***** START OF TIME 11 COMPLETE *****
15/11 11:31:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from adv1 : UCS Bid: 0.14757774884402514 Cmp ID: 906778639 Cmp Bid: 822
15/11 11:31:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.19135630814105076 Cmp ID: 906778639 Cmp Bid: 1933
15/11 11:31:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.11777677986288815 Cmp ID: 906778639 Cmp Bid: 739
15/11 11:31:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.13052052822363738 Cmp ID: 906778639 Cmp Bid: 1587
15/11 11:31:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.18225506543483877 Cmp ID: 906778639 Cmp Bid: 1678
15/11 11:31:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.12380850816473733 Cmp ID: 906778639 Cmp Bid: 101
15/11 11:31:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.13861973627763732 Cmp ID: 906778639 Cmp Bid: 1951
15/11 11:31:50 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.1699308204519693 Cmp ID: 906778639 Cmp Bid: 2294
15/11 11:32:00 INFO sim.Simulation|***** START OF TIME 12 *****
15/11 11:32:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #501507735 at price 4.233
15/11 11:32:00 INFO demand.CampaignImpl|Applied daily limit for campaign #501507735 at price 4.233
15/11 11:32:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1016856599 at price 3.144
15/11 11:32:00 INFO demand.CampaignImpl|Applied daily limit for campaign #1016856599 at price 3.144
15/11 11:32:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #2105409173 at price 7.155
15/11 11:32:00 INFO demand.CampaignImpl|Applied daily limit for campaign #2105409173 at price 7.155
15/11 11:32:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1802612391 at price 1.158
15/11 11:32:00 INFO demand.CampaignImpl|Applied daily limit for campaign #1802612391 at price 1.158
15/11 11:32:00 INFO agents.DemandAgent|Day 12 : Auction pending campaign: CampaignImpl [id=906778639, reachImps=2517, dayStart=13, dayEnd=15, targetSegment=[OLD, LOW_INCOME], videoCoef=2.0991636657968256, mobileCoef=2.4059891603712114, budgetMillis=0, advertiser=null]
15/11 11:32:00 INFO demand.CampaignImpl|Campaign 1493035481 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=5411.112926402264, otherImps=0.0, cost=0.0] Reach 5411 ERR 0.9999819936633804 Budget 3.932 Revenue 3.9319291990844114
15/11 11:32:00 FINE agents.DemandAgent|Day 12 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0778520342504792DummyAdnetwork-4: 1.0495673780634371DummyAdnetwork-3: 1.149793872364142adv1: 0.8451425888256583DummyAdnetwork-2: 0.300139717326778DummyAdnetwork-7: 1.1736406696820392DummyAdnetwork-6: 0.7844570542094846DummyAdnetwork: 1.019384162914283
15/11 11:32:00 FINE agents.DemandAgent|Day 12 :Reporting campaign auction results... CampaignImpl [id=906778639, reachImps=2517, dayStart=13, dayEnd=15, targetSegment=[OLD, LOW_INCOME], videoCoef=2.0991636657968256, mobileCoef=2.4059891603712114, budgetMillis=1166, advertiser=adv1]
15/11 11:32:00 FINE agents.DemandAgent|Day 12 :Reporting UCS auction results... DummyAdnetwork-5[efday=12, level=0.5904900000000002, price=0.08142737352863587] DummyAdnetwork-4[efday=12, level=0.47829690000000014, price=0.0] DummyAdnetwork-3[efday=12, level=0.9, price=0.1414340780033407] adv1[efday=12, level=1.0, price=0.16562218019976815] DummyAdnetwork-2[efday=12, level=0.5314410000000002, price=0.07041179557301637] DummyAdnetwork-7[efday=12, level=0.6561000000000001, price=0.09238656352434019] DummyAdnetwork-6[efday=12, level=0.81, price=0.127003796022393] DummyAdnetwork[efday=12, level=0.7290000000000001, price=0.10827372891774525] 
15/11 11:32:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6cf23e4c event: tau.tac.adx.messages.UserClassificationServiceNotification@443109a0
15/11 11:32:00 INFO agents.DemandAgent|Day 12 :Notifying new campaign opportunity: CampaignImpl [id=630850186, reachImps=3037, dayStart=14, dayEnd=18, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.547366312417784, mobileCoef=2.421815202263563, budgetMillis=0, advertiser=null]
15/11 11:32:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
15/11 11:32:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
15/11 11:32:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
15/11 11:32:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
15/11 11:32:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
15/11 11:32:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
15/11 11:32:00 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
15/11 11:32:00 SEVERE demand.CampaignImpl|Campaign #1802612391 impressed while over limit. Current cost: 1.1627902297826098 Budget limit: 1.158
15/11 11:32:00 SEVERE agents.DemandAgent|Day 12 :Campaign limit expired Impressed while over limit: 1802612391, daily limit was: 3601, 1.158 values are: 684.7278441203999, 1.1627902297826098, total limit was: 2147483647, Infinity total values are: 798.6146565373741684.7278441203999, 1.16185636538541931.1627902297826098
15/11 11:32:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=1802612391, AdNetwork=DummyAdnetwork-7] due to limit. My name is DummyAdnetwork-7
15/11 11:32:00 SEVERE demand.CampaignImpl|Campaign #2105409173 impressed while over limit. Current cost: 7.155326761085598 Budget limit: 7.155
15/11 11:32:00 SEVERE agents.DemandAgent|Day 12 :Campaign limit expired Impressed while over limit: 2105409173, daily limit was: 18057, 7.155 values are: 9649.44286233805, 7.155326761085598, total limit was: 2147483647, Infinity total values are: 28779.4633586603459649.44286233805, 0.00136541791722630287.155326761085598
15/11 11:32:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=2105409173, AdNetwork=DummyAdnetwork-5] due to limit. My name is DummyAdnetwork-5
15/11 11:32:00 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 402
15/11 11:32:00 INFO sim.Simulation|***** START OF TIME 12 COMPLETE *****
15/11 11:32:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from adv1 : UCS Bid: 0.16953064728320422 Cmp ID: 630850186 Cmp Bid: 2251
15/11 11:32:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.17235460288333412 Cmp ID: 630850186 Cmp Bid: 2111
15/11 11:32:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.1348001434723598 Cmp ID: 630850186 Cmp Bid: 1486
15/11 11:32:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.10319178636868646 Cmp ID: 630850186 Cmp Bid: 407
15/11 11:32:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.16643325901282108 Cmp ID: 630850186 Cmp Bid: 1240
15/11 11:32:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.17046496197024824 Cmp ID: 630850186 Cmp Bid: 2998
15/11 11:32:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.1417229215569754 Cmp ID: 630850186 Cmp Bid: 2740
15/11 11:32:00 FINE agents.DemandAgent|Day 12 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.18025801894428828 Cmp ID: 630850186 Cmp Bid: 2032
15/11 11:32:10 INFO sim.Simulation|***** START OF TIME 13 *****
15/11 11:32:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #501507735 at price 4.233
15/11 11:32:10 INFO demand.CampaignImpl|Applied daily limit for campaign #501507735 at price 4.233
15/11 11:32:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1016856599 at price 3.144
15/11 11:32:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1016856599 at price 3.144
15/11 11:32:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #2105409173 at price 7.155
15/11 11:32:10 INFO demand.CampaignImpl|Applied daily limit for campaign #2105409173 at price 7.155
15/11 11:32:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #906778639 at price 1.166
15/11 11:32:10 INFO demand.CampaignImpl|Applied daily limit for campaign #906778639 at price 1.166
15/11 11:32:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1802612391 at price 1.158
15/11 11:32:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1802612391 at price 1.158
15/11 11:32:10 INFO agents.DemandAgent|Day 13 : Auction pending campaign: CampaignImpl [id=630850186, reachImps=3037, dayStart=14, dayEnd=18, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.547366312417784, mobileCoef=2.421815202263563, budgetMillis=0, advertiser=null]
15/11 11:32:10 FINE agents.DemandAgent|Day 13 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0778520342504792DummyAdnetwork-4: 1.0495673780634371DummyAdnetwork-3: 1.149793872364142adv1: 0.8451425888256583DummyAdnetwork-2: 0.300139717326778DummyAdnetwork-7: 1.1736406696820392DummyAdnetwork-6: 0.7844570542094846DummyAdnetwork: 1.019384162914283
15/11 11:32:10 FINE agents.DemandAgent|Day 13 :Reporting campaign auction results... CampaignImpl [id=630850186, reachImps=3037, dayStart=14, dayEnd=18, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.547366312417784, mobileCoef=2.421815202263563, budgetMillis=1358, advertiser=DummyAdnetwork-3]
15/11 11:32:10 FINE agents.DemandAgent|Day 13 :Reporting UCS auction results... DummyAdnetwork-5[efday=13, level=0.5314410000000002, price=0.06259140966711316] DummyAdnetwork-4[efday=13, level=0.9, price=0.15293773840677238] DummyAdnetwork-3[efday=13, level=0.5904900000000002, price=0.07310768598619577] adv1[efday=13, level=0.7290000000000001, price=0.10105378774639762] DummyAdnetwork-2[efday=13, level=0.47829690000000014, price=0.0] DummyAdnetwork-7[efday=13, level=0.81, price=0.11953797656366037] DummyAdnetwork-6[efday=13, level=0.6561000000000001, price=0.0856345185675285] DummyAdnetwork[efday=13, level=1.0, price=0.18225506543483877] 
15/11 11:32:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6cf23e4c event: tau.tac.adx.messages.UserClassificationServiceNotification@78148925
15/11 11:32:10 INFO agents.DemandAgent|Day 13 :Notifying new campaign opportunity: CampaignImpl [id=874832782, reachImps=2808, dayStart=15, dayEnd=19, targetSegment=[OLD, FEMALE], videoCoef=2.3322741089377903, mobileCoef=1.9228216892847119, budgetMillis=0, advertiser=null]
15/11 11:32:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
15/11 11:32:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
15/11 11:32:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
15/11 11:32:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
15/11 11:32:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
15/11 11:32:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
15/11 11:32:10 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
15/11 11:32:10 SEVERE demand.CampaignImpl|Campaign #1802612391 impressed while over limit. Current cost: 1.1587212265950282 Budget limit: 1.158
15/11 11:32:10 SEVERE agents.DemandAgent|Day 13 :Campaign limit expired Impressed while over limit: 1802612391, daily limit was: 2802, 1.158 values are: 737.2487346371988, 1.1587212265950282, total limit was: 2147483647, Infinity total values are: 1483.342500657774737.2487346371988, 2.3246465951680291.1587212265950282
15/11 11:32:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=1802612391, AdNetwork=DummyAdnetwork-7] due to limit. My name is DummyAdnetwork-7
15/11 11:32:10 SEVERE demand.CampaignImpl|Campaign #2105409173 impressed while over limit. Current cost: 7.155993739593109 Budget limit: 7.155
15/11 11:32:10 SEVERE agents.DemandAgent|Day 13 :Campaign limit expired Impressed while over limit: 2105409173, daily limit was: 11280, 7.155 values are: 4186.026801809181, 7.155993739593109, total limit was: 2147483647, Infinity total values are: 38428.90622099844186.026801809181, 7.1566921790028247.155993739593109
15/11 11:32:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=2105409173, AdNetwork=DummyAdnetwork-5] due to limit. My name is DummyAdnetwork-5
15/11 11:32:10 SEVERE demand.CampaignImpl|Campaign #906778639 impressed while over limit. Current cost: 1.1057610485764466 Budget limit: 1.166
15/11 11:32:10 SEVERE agents.DemandAgent|Day 13 :Campaign limit expired Impressed while over limit: 906778639, daily limit was: 2517, 1.166 values are: 2519.889517489993, 1.1057610485764466, total limit was: 2147483647, Infinity total values are: 0.02519.889517489993, 0.01.1057610485764466
15/11 11:32:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=906778639, AdNetwork=adv1] due to limit. My name is adv1
15/11 11:32:10 SEVERE demand.CampaignImpl|Campaign #501507735 impressed while over limit. Current cost: 0.0 Budget limit: 4.233
15/11 11:32:10 SEVERE agents.DemandAgent|Day 13 :Campaign limit expired Impressed while over limit: 501507735, daily limit was: 2825, 4.233 values are: 2826.2858910463547, 0.0, total limit was: 2147483647, Infinity total values are: 19681.9369970628872826.2858910463547, 8.3360217001096610.0
15/11 11:32:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=501507735, AdNetwork=DummyAdnetwork-3] due to limit. My name is DummyAdnetwork-3
15/11 11:32:10 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 758
15/11 11:32:10 INFO sim.Simulation|***** START OF TIME 13 COMPLETE *****
15/11 11:32:11 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17583421890350076 Cmp ID: 874832782 Cmp Bid: 1443
15/11 11:32:11 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.16415237623006623 Cmp ID: 874832782 Cmp Bid: 863
15/11 11:32:11 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.17821099575682775 Cmp ID: 874832782 Cmp Bid: 2039
15/11 11:32:11 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.1711710468230801 Cmp ID: 874832782 Cmp Bid: 2464
15/11 11:32:11 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.16622310730241258 Cmp ID: 874832782 Cmp Bid: 1135
15/11 11:32:11 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.16687289530077923 Cmp ID: 874832782 Cmp Bid: 791
15/11 11:32:11 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.19095968907507277 Cmp ID: 874832782 Cmp Bid: 2730
15/11 11:32:11 FINE agents.DemandAgent|Day 13 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.19941362867427703 Cmp ID: 874832782 Cmp Bid: 1737
15/11 11:32:20 INFO sim.Simulation|***** START OF TIME 14 *****
15/11 11:32:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #906778639 at price 1.166
15/11 11:32:20 INFO demand.CampaignImpl|Applied daily limit for campaign #906778639 at price 1.166
15/11 11:32:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #630850186 at price 1.358
15/11 11:32:20 INFO demand.CampaignImpl|Applied daily limit for campaign #630850186 at price 1.358
15/11 11:32:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1016856599 at price 3.144
15/11 11:32:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1016856599 at price 3.144
15/11 11:32:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #2105409173 at price 7.155
15/11 11:32:20 INFO demand.CampaignImpl|Applied daily limit for campaign #2105409173 at price 7.155
15/11 11:32:20 INFO agents.DemandAgent|Day 14 : Auction pending campaign: CampaignImpl [id=874832782, reachImps=2808, dayStart=15, dayEnd=19, targetSegment=[OLD, FEMALE], videoCoef=2.3322741089377903, mobileCoef=1.9228216892847119, budgetMillis=0, advertiser=null]
15/11 11:32:20 INFO demand.CampaignImpl|Campaign 1802612391 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=2220.5912352949726, otherImps=0.0, cost=3.483367821763057] Reach 3601 ERR 0.3633003864150592 Budget 1.158 Revenue 0.4207018474686385
15/11 11:32:20 FINE agents.DemandAgent|Day 14 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0778520342504792DummyAdnetwork-4: 1.0495673780634371DummyAdnetwork-3: 1.149793872364142adv1: 0.8451425888256583DummyAdnetwork-2: 0.300139717326778DummyAdnetwork-7: 0.6874364997218512DummyAdnetwork-6: 0.7844570542094846DummyAdnetwork: 1.019384162914283
15/11 11:32:20 FINE agents.DemandAgent|Day 14 :Reporting campaign auction results... CampaignImpl [id=874832782, reachImps=2808, dayStart=15, dayEnd=19, targetSegment=[OLD, FEMALE], videoCoef=2.3322741089377903, mobileCoef=1.9228216892847119, budgetMillis=912, advertiser=DummyAdnetwork-5]
15/11 11:32:20 FINE agents.DemandAgent|Day 14 :Reporting UCS auction results... DummyAdnetwork-5[efday=14, level=0.81, price=0.13731982429939543] DummyAdnetwork-4[efday=14, level=0.6561000000000001, price=0.09298440883353158] DummyAdnetwork-3[efday=14, level=0.47829690000000014, price=0.0] adv1[efday=14, level=0.7290000000000001, price=0.12132984582034657] DummyAdnetwork-2[efday=14, level=0.5314410000000002, price=0.05484034613956112] DummyAdnetwork-7[efday=14, level=1.0, price=0.17235460288333412] DummyAdnetwork-6[efday=14, level=0.5904900000000002, price=0.07959813671899377] DummyAdnetwork[efday=14, level=0.9, price=0.15341846577322343] 
15/11 11:32:20 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6cf23e4c event: tau.tac.adx.messages.UserClassificationServiceNotification@27eba9b5
15/11 11:32:20 INFO agents.DemandAgent|Day 14 :Notifying new campaign opportunity: CampaignImpl [id=2078953932, reachImps=1077, dayStart=16, dayEnd=18, targetSegment=[OLD, LOW_INCOME, MALE], videoCoef=2.5224256873092195, mobileCoef=2.1522578176553724, budgetMillis=0, advertiser=null]
15/11 11:32:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
15/11 11:32:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
15/11 11:32:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
15/11 11:32:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
15/11 11:32:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
15/11 11:32:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
15/11 11:32:20 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
15/11 11:32:20 SEVERE demand.CampaignImpl|Campaign #2105409173 impressed while over limit. Current cost: 0.0 Budget limit: 7.155
15/11 11:32:20 SEVERE agents.DemandAgent|Day 14 :Campaign limit expired Impressed while over limit: 2105409173, daily limit was: 1631, 7.155 values are: 1632.916298610956, 0.0, total limit was: 2147483647, Infinity total values are: 42614.933022807581632.916298610956, 14.3126859185959320.0
15/11 11:32:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=2105409173, AdNetwork=DummyAdnetwork-5] due to limit. My name is DummyAdnetwork-5
15/11 11:32:20 SEVERE demand.CampaignImpl|Campaign #906778639 impressed while over limit. Current cost: 0.7173685136240836 Budget limit: 1.166
15/11 11:32:20 SEVERE agents.DemandAgent|Day 14 :Campaign limit expired Impressed while over limit: 906778639, daily limit was: 2517, 1.166 values are: 2519.4658552513883, 0.7173685136240836, total limit was: 2147483647, Infinity total values are: 2519.8895174899932519.4658552513883, 1.10576104857644660.7173685136240836
15/11 11:32:20 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=906778639, AdNetwork=adv1] due to limit. My name is adv1
15/11 11:32:20 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 429
15/11 11:32:20 INFO sim.Simulation|***** START OF TIME 14 COMPLETE *****
15/11 11:32:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.1538593531393767 Cmp ID: 2078953932 Cmp Bid: 217
15/11 11:32:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.141752268412825 Cmp ID: 2078953932 Cmp Bid: 416
15/11 11:32:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from adv1 : UCS Bid: 0.11957164884524799 Cmp ID: 2078953932 Cmp Bid: 10
15/11 11:32:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.1002622059926751 Cmp ID: 2078953932 Cmp Bid: 416
15/11 11:32:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.14810012635432457 Cmp ID: 2078953932 Cmp Bid: 323
15/11 11:32:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.14387652413282487 Cmp ID: 2078953932 Cmp Bid: 972
15/11 11:32:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.11747900638970582 Cmp ID: 2078953932 Cmp Bid: 902
15/11 11:32:20 FINE agents.DemandAgent|Day 14 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.19967259345238664 Cmp ID: 2078953932 Cmp Bid: 1058
15/11 11:32:30 INFO sim.Simulation|***** START OF TIME 15 *****
15/11 11:32:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #630850186 at price 1.358
15/11 11:32:30 INFO demand.CampaignImpl|Applied daily limit for campaign #630850186 at price 1.358
15/11 11:32:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1016856599 at price 3.144
15/11 11:32:30 INFO demand.CampaignImpl|Applied daily limit for campaign #1016856599 at price 3.144
15/11 11:32:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #874832782 at price 0.912
15/11 11:32:30 INFO demand.CampaignImpl|Applied daily limit for campaign #874832782 at price 0.912
15/11 11:32:30 INFO agents.DemandAgent|Day 15 : Auction pending campaign: CampaignImpl [id=2078953932, reachImps=1077, dayStart=16, dayEnd=18, targetSegment=[OLD, LOW_INCOME, MALE], videoCoef=2.5224256873092195, mobileCoef=2.1522578176553724, budgetMillis=0, advertiser=null]
15/11 11:32:30 INFO demand.CampaignImpl|Campaign 501507735 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=22508.22288810924, otherImps=0.0, cost=8.336021700109661] Reach 16784 ERR 1.1906901979689648 Budget 4.233 Revenue 5.040191608002628
15/11 11:32:30 INFO demand.CampaignImpl|Campaign 1127583390 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=758.5552882670255, otherImps=0.0, cost=0.07243020962251384] Reach 512 ERR 1.2253126519221282 Budget 0.075 Revenue 0.09189844889415962
15/11 11:32:30 FINE agents.DemandAgent|Day 15 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.0778520342504792DummyAdnetwork-4: 1.0495673780634371DummyAdnetwork-3: 1.1743316677270357adv1: 0.8451425888256583DummyAdnetwork-2: 0.300139717326778DummyAdnetwork-7: 0.6874364997218512DummyAdnetwork-6: 0.7844570542094846DummyAdnetwork: 1.14294125631899
15/11 11:32:30 FINE agents.DemandAgent|Day 15 :Reporting campaign auction results... CampaignImpl [id=2078953932, reachImps=1077, dayStart=16, dayEnd=18, targetSegment=[OLD, LOW_INCOME, MALE], videoCoef=2.5224256873092195, mobileCoef=2.1522578176553724, budgetMillis=323, advertiser=DummyAdnetwork-4]
